,text,task_1
31,#CWC2019 In India To पहली हार Of face Doing It was lying रोहित Sharma का century And Mohamed Shami Of 5 wicket Too Work No आए And इंग्लैंड 31 Run From जीत Went,NOT
32,"whether Delhi Are, Answer State, Middle State come on Then राजस्थान। Country Of Each corner From little ones मासूमों के साथ Each Daily rape हैवानियत Did the news आ रही Is But Our Country Of Law This much नाकारा Are That criminals के courage lofty Are. governments Too Own Politics Of चक्कर In कोई कड़े Verdict No Take doing Are",NOT
33,Boundless Shah From बाद In Then you पूछेगी This What कर Gave whore,HOF
34,sir ap with and request h ak bar fir ap Mulayam ji is ugh kr de by seeing party but ugh will go,NOT
35,"Flower Did thorns From friendship unmatched Is thorns कितना Pain flowers को giving Are Then भी फूल smiling happened blooming हैं thorns To Too So See , फूलों की रक्षा Do Are खुद Pain co-operatively flowers To safe keeping Are । #your_glasses #hindi_word #WordTreasury",NOT
36,Question Hour in Rajya Sabha. 1. Sanskrit महाविद्यालय । https://m.facebook.com/story.php?story_fbid=443161759855093&id=464554060349094 …,NOT
37,"राजधानी Delhi In Heat Of havoc Ongoing, Today Evening हल्की Rain की संभावना #rain https://abpnews.abplive.in/india-news/heat-rises-in-delhi-the-possibility-of-light-rain-this-evening-1157497 …",NOT
38,#dogs And #मुर्गे Etcetera to fight people बेज़ुबान #animals From भी bad fresh And #love monster Numa #Human है जो World Of Chand #coins के For This disgusting Work Do Are,NOT
39,"Loan देने के Name But Bank Personal finance companies whole Country To heist doing Are और Country Of प्रधानमंत्री Yoga Doing teach रहा Is,",NOT
40,Hate करनी Is as much Tax लो randvo बाजारू whore That Children.,HOF
41,"#BEDTET2011Unemployed @Narendra Modi @myogiadityanath This How Country/Territory Of तानाशाह chief are जो #BEdTET2011 Of the unemployed Did #pathetic Condition Pay eye off done intoxicated Are...#dumb,#deaf,#dogs,#bastards..leaders From Too बदतर.. @AmitShah @drdineshbjp @DrMNPandeyMP @kpmaurya1 @RSSorg @someass",NOT
42,Proud of @AdvAshwaniDubey Ji Today Sonbhadra Singrauli Area In breaths From Coal लेने To Compelled करोड़ो people To Clean the air Of Realization got done illegal methods से चल रहे 5000 Coal truck off get it done War long Are पर इरादे strong है #SingrauliPollution,NOT
43,That देश में #कन्हैया_कुमार As read wrote Youth Garland go #terrorist_pragya Victory go उस Country Did public Of God good Do @pankhuripathak @kanhaiyakumar @darkumarvishwas @satender1234123 @lambalka @shaila_rashid,NOT
44,This बात Did Hope Is That Common Budget In वित्‍त Minister निर्मला sitharaman Minimum बैंलेस To taking Some important announcement Tax can Are #Budget2019 #Modinomics19,NOT
45,Chad gundan to chati PE......10 sheet le gyi the mother Wali.....and Babua the hate me of gone bowl.......,NOT
46,"#Kamala hasan अपने thought to keep Of For free Is, So Then #pragya_thakur Why No? क्या इस देश In #freedom of expression Did दो definitions Is?",NOT
47,बाबा Sir डॉ० Bhim राव Ambedkar only Our 'Shiva' हैं...।। They Immortal being Today भी हमारी Security Tax are Are..... Dad Sir Did Victory Are...,NOT
48,boar Word Whose लिए इस्तेमाल Did go Is ? जस्ट Puching,NOT
49,"Field पर from you bowler trembling Were, Many ऐसे match You won Who Memorial Are. जब I Cricket Look शुरू Did Was तब Yours इण्डिया Team In Entry Hui थी। Therefore on me क्रिकेट Of Passion To you after seeing ascended. specially sixes to apply In Yours Any जवाब नहीं Was. Always miss you #YuvrajSingh",NOT
50,No Only hafiz To उनकी Complete Party के candidates To #Pakistan Did जनता has Election In denial Gave था। हमने #pragya_thakur To Victory gave Gave. @KRaval20 @ParulDRayka4 @abhayjotwa @abhisar_sharma @lambalka,NOT
51,sons Your As My car के Tire Clean Do है 400 Rupees month But your अवकात Address Is swag Is you दंगाई संघ Of your So Such Did thirty thirty Street impression स्वर Did औलाद चल Bhadvi Of तू block Happened Now Vocal Of Children,HOF
52,One दोस्त ऐसा headboard Needed By which friendship Of excuses Needed mill कर Wafa perform We Both fizao में resounded They songs Needed... #आपकी_काँची #hindi_word #WordTreasury,NOT
53,lund की thirsty whore has lund To suck -suck कर पिया 2 720p http://xv.musz.info/%e0%a4%b2%e0%a5%81%e0%a4%82%e0%a4%a1-%e0%a4%95%e0%a5%80-%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%b8%e0%a5%80-%e0%a4%b0%e0%a4%82%e0%a4%a1%e0%a5%80-%e0%a4%a8%e0%a5%87-%e0%a4%b2%e0%a5%81%e0%a4%82/ …,HOF
54,"Good beginning Of बाद stumble Team India, Bangladesh To Gave 315 Of लक्ष्य, वर्ल्ड cup In Rohit has जड़ा चौथा century #CWC19 #INDvsBAN https://abpnews.abplive.in/sports/india-vs-bangladesh-icc-cricket-world-cup-2019-ind-sets-target-of-315-runs-1158878 …",NOT
55,"These alms No are, These beggar No are धरा पे, Correct Your तरह का you Human assigned Is, As such Work करना Did History become, सब say Old woman Mother has Us Boon assigned है।।",NOT
56,"Water Of Without मछली Alive रह can Is But BJP TV But Religious controversies पर Discussion दिखाये बिना Alive No remain सकती,,, @ziddy_zoya @BebakAawaj @VoiceofmyBharat @Anjoubrahah43 @ppbajpai",HOF
57,SP के For These एक Big Opportunity Is Dalit brothers Of Heart जीतने Of For Now Dalit brothers To mayawati From Any Hope No Is. Akhilesh Yadav को OBC Of साथ छोटी Castes Pay भी Attention Give Needed Them Our Party In to come Of invitation Give. then 2022 Of चुनाव दलित-पिछड़ी के लिए Victory Yours Will be,NOT
58,एक person As such Too है Whose Name Modi Is Feet From लेकर Head As far as Only And Only Lie hoax cheating Salt हरामि Betrayal Country के Per दिखाई gives Is Aak Thu Thu मोदी Name But,HOF
59,Bus So much सी Talk काफी Is हमारे ताअर्रुफ़ In ~ government Fear Of Each daily New location changing Is ~,NOT
60,"Yes एकदम Correct Say are Are Sir. public To गुमराह to do के For Sometimes #चाय sold, कभी #pakodas, So #backwards become, then कभी Self #Lowly कहे,तो Sometimes people To #15000 Of झांसा Gave So Sometimes #chowkidar become nationalism Of मुखौटा Put #note ban Tax millions Ten million Rupees Of scam tax nation की the roots dug up डाली .....",NOT
61,5 Year From One Animal Of Name Pay Kill are हो They Looks No. शूरूआत will do So Now बराबर answer मिलेगा Then whore Weeping रोते Live,HOF
62,You fucker congratulations को Middle In to bring To Who? spoke ? in will fuck फिर तो,HOF
63,"Baba Ramrhim Of good आचरण पर Bail mill सकती Is So 14 Year From Jail In off शहाबुद्दिन Of Jail में Which one बुरा Behaviour Is , Law everyone's लिये Equal Happen want",NOT
64,Delhi Of East Chief Minister Respected श्री Sahib सिंह वर्मा Yes Did Death Anniversary पर Them Polite naman.,NOT
65,"One third ""option"" Too Is, और They Is “संघर्ष”",NOT
66,you transgender Did सकल Pay you Dog भी लुंड No will kill,HOF
67,"मै देश No to be sold Give These कहने gonna NTPC BSNL को shells Of Rate sell Stayed Is,,,",NOT
68,Delhi के रहने वाले young boy Here take a bath Of For Returns Were,NOT
69,Hum sab Conflict meat is Ready Hain Smagod party Zindabad Akhilesh yadav jindabad,NOT
70,"Love Did Talk है, Sunlight In खिले गुलमोहर Did बरसात Is!! Gul My Colour stole brought हैं Gulzaron In, जल are हो You filled rain Did बौछारो में... अमलतास And गुलमोहर C am I , Baisakh In बसन्त To longing for am Gulmohar Chitchor Is My No many Of Heart But Rule does Is They!! #hindi_word #WordTreasury",NOT
71,"khaira Bazaar, Bahraich In Muslims पर Earlier So Too much And Then पुलिस की unilateral action. after all Justice कौन will do Any So sound picked up innocent Muslims Of लिए। @samajwadiparty @YadavKhilesh @dimpleyadav @arisudan11 @MirzaInam_ @YasirS_Alig @Aqdas_shaikh_22",NOT
72,"I Election commission To, And Election Process से जुड़े प्रत्येक Person To, Too much Congrats gives हूँ And India Of Vigilant voters To naman does हूँ: PM @Narendra Modi Yes । #MannKiBaat",NOT
73,Brother-in-law bat So बिल्कुल mab लिंचिंग type drives Is motherfucker,HOF
74,गौरव Sir orange the ones क्या दूसरे Country Of Are Who That whore has As such wrote है,HOF
75,success Of destination के For Given सा to become Very ज़रूरी Is.. Sahib..! Gave Always others Of For जलता is...others From No जलता..! Good night Tweetries,NOT
76,Nayan Neerav Abe Ulta two is bol rha hSP- 15BSP- 5,NOT
77,इस Rashidi crusader Of pajamas Yellow So No Is Today आज Bastard को बड़ा brotherhood vision Come Stayed Is,HOF
78,"When From I to you निहारा, the nights To No Comfort... #krishnakanhaiya #muraliwale #mohan #kanhaiya #radheradhe #Jai Shri Ram #gopalkanhiya #भाजनसंध्य #Acharyapramodkrishna @acharyapramodak",NOT
79,#CWC19 #INVENG Life knowingly to lose वाले Statement But कपिल God has दिया Pakistani cricketers To precipitous जवाब. @therealkapildev @TheRealPCB @BCCI https://www.wahcricket.com/news/world-cup-2019-legend-kapil-dev-respond-to-former-pakistan-cricketers-statement-138653 …,NOT
80,Country Did Politics In You Ideal Leader Is And यह हम All believe हैं If Politics में Any  Person को Ideal Agreed Go Can है So Respected अखिलेश Yadav Yes Are! आप This  For Specific Is !Victory Akhilesh,NOT
81,"Bravery, Shaurya, sacrifice And patriotism Did idol, English Government के विरुद्ध 1857 Of स्वतंत्रता Struggle In Leading Role by fulfilling We All Indians में Proud Predominant Bravery और शौर्य to fill वाली Great #Queen of Jhansi #Laxmi Bai Yes के sacrifice day पर Them 100-100 naman. || Polite Homage ||",NOT
82,"#NewProfilePic #reh Go Mad becoming Are Friend, #Cold_Drink बोल के alcohol पिलाते Are Friend, How many? Too #bastard हो But Work to fall But Always #Ahead रहते Are #Friend !!",NOT
83,their क्या Work है These Ahle सियासत learn My Message मुहब्बत Is Where तक arrived gang system day Did Congrats All countrymen To... @AbbasAliRushdi @yasarshah_sp @daralveershah @Rashid_Idrishi6,NOT
84,key From open ताला Times Times Work मे now Is And hammers From to open But Again Work Of नही lives । This  तरह relations Of locks To Anger Of hammers से No Rather Love की key से Open it. #good_night,NOT
85,#CWC19 England Of हाथों हार Of Afterwards कप्तान विराट Kohli has them to told हार Of For Responsible. @BCCI @vinkohli #INVENG https://www.wahcricket.com/news/world-cup-2019-indian-captain-virat-kohlis-reaction-after-lose-against-england-138724 …,NOT
86,Itaunja: Self Blood From soaked up But Own बहन Did Life to save Of For struggling This young boy का दर्दनाक Video. UP सरकार Some तो mercy दिखाए। criminals has State To puppet made took Is. @myogiadityanath @YadavKhilesh @uppolice @ziddy_zoya_ @VoiceofmyBharat @Anjoubrahah43,NOT
87,aspect खान Of sons has कहा-कांग्रेस Government From We इंसाफ Desire are were the charge sheet No! Bahujan Society के Sanghi congressman Devotees Now What thought Is This But? बस Attention रखना घटना Rajasthan की Is! @mpchalia @malrajeshsp @bahujanwarriors @invincisachin @MyselfViraj @Gajbhiye_Sumegh,NOT
88,#pragya_thakur Bhopal From Election जीत gone #CongratsNaMo,NOT
89,तुम्हारा Jihad Your ass में Branch Tax Mouth From निकाल will give Bhenchod...,HOF
90,"One Muslim Person has दूसरे Muslim Asghar अली To beaten, get up meeting planted And जबरदस्ती 'Victory Mister Ram' calling Video Make. वीडियो In Self का the face No Shown, वीडियो वायरल हो Went. Fake secular gang Hindus To Swear-word देने लगे, Now pole open gone पुलिस has That Muslim To Arrested Tax took Is.",NOT
91,Therefore So say Are स्कूलों In Hindi को More From More पढ़ाई go children की Hindi Get better Swear-word So #minimum #friendship teach giving हैं। #Follow me % #Follow Back,NOT
92,जो Too My God Of विरूद्ध came cutting Two सालों To These Fire बहुत Ahead will go directly battle Happen Needed ईश्वर From कामना Is ये Who Demon Is their Sanghar to do के लिए God Peoples To Power Give Suresh चव्हाणके @SureshChavhanke You Very Correct कर are Is These brother-in-law pig Is to them non-violence Paramo Religion समझ No now,HOF
93,Bapu We Ashamed Are Your killer Now ज़िन्दा हैं #pragya_thakur Down with #Sweet मुर्दाबाद..,NOT
94,"aging, Muzaffarnagar In त्यागी Paper वर्क्स factory Of Inauguration करते happened Srikalki Pithadhishwar @acharyapramodak Yes.",NOT
95,"1971 Of Afterwards देश has First बार One Government To प्रो incumbency mandate Gave Is. These जीत सच्चाई की जीत Is, India Of Democracy Did Victory Is: PM Modi Yes ।",NOT
96,"Man So Man, I So Water के about In भी thinks था'...लिखने the ones कवि Alok Dhanwa Of birthday But Material Till today की Congrats",NOT
97,"motherland sunny ,Your Near Time No है So, 'your माँ क्यो Fuck here ?",HOF
98,great Revolutionary राणी Laxmi Bai To them पुण्यतिथीनिमित्त Polite Greetings!! #RaniLaxmiBai #Rani Lakshmi Bai #Laxmi Bai,NOT
99,"Muslim people From vote to ask Wali Parties What Now This Muslim Of about में Some will speak @Mayawati @yadavakhilesh @Rahul Gandhi Such #Lowly And #kamine Muslim लोगों To मार Give Needed, जो Our Hind Daughter पर बुरी vision डालें",NOT
100,"Tabrez के For So Your अमनपसंद कौम Of Ammi Queen ने bangles todkar विध्वा sigh done Were! You लोगों Of Mazar But हिन्दू Streets Of Dog Too Urine Tax Give Then भी दंगा to provoke the ones Bastard community है,मन्दिर That Sculpture to trample In your only conspiracy Is",HOF
101,"बुर्का Too Only helpless Muslim women Of For है। power Is So Timur Did Mother, shahrukh की बेटी, Javed Akhtar की Wife To wearing show । Agree = RT",NOT
102,"My darling Countrymen, Me And One Talk Of For Too आपका And World Of people का thank you express Doing Is. 21 june को फिर से One बार Yoga day In enthusiasm के Together, one one Family Of three to three four by four generations, एक Together Come by doing Yoga दिवस To Manayah पीएम @Narendra Modi जी । #MannKiBaat",NOT
103,@BDUTT Evidence for you to do your रंडी विलाप as a Press attitude trumpeting intolerant Hindus,HOF
104,#bastard #Friend Video Come finished Is youtube पे See Can Are Cool Click https://youtu.be/pRM2ZMe28vE Our special Friends को Too आगे forward Do धन्यवाद Buddy subscribe Doing भूल goes हो… https://www.instagram.com/p/Bunzs37FI0z/?utm_source=ig_twitter_share&igshid=1r1ipm4rw6j82 …,NOT
105,Muslim motherfucker Bastard com Is । Earlier मारेगें Then sorry behen चोद मुल्लो,HOF
106,Pradesh the CM Ji khn hain. Pta no just two Do it. Sab Kuch Correct are,NOT
107,"दुआ do it God Our Said Sir @Advice Sir @Akhtaruliman5 Sir और @mzjll Sir को success अता Say it आमीन,, @Shaukat_Aimim @aimim_national @syedasimwaqar",NOT
108,¶¶खनकती bangles और छनकती Anklet Love Did mousiki In instruments होते हैं¶¶¶ ~#साहिब१ #bangle #WordTreasury #हिंदी_शब्द,NOT
109,"Sri Lanka Of One And wicket fell, third Pereira 21 Run by making हुए Out #SLvsSA #ICCWorldCup2019",NOT
110,"World Cup: Useless Went #RohitSharma Of century, #england ने 31 runs From by defeating stopped #India Of विजयरथ #ENGvsIND #IndvsEng #WorldCup2019",NOT
111,Sardar Of Name But stigma Is ये swag @sherryontopp,HOF
112,oh चूतिया your rotten Brain Of Thinking Of बाहर Is Mr. Modi Did thought You As Cheap Satan क्या go Only tribal महिला Of बलात्कार to do except Khajliwal wife sleeping Is sisudiya Of साथ And for you बच्चे born does Because lund your bobties done गया है,HOF
113,gruesome Heat Of Middle Delhi In बिजली की Demand Too बढ़ Went Is,NOT
114,"Dr.Payal Did suicide, डॉ.कफ़ील To जेल And महाराष्ट्र In getting beaten up But shoulders उचकाए, Kolkata In पिटाई But strike Get it done! Doctor Are come on EVM?",NOT
115,"manishankar Iyer has pointed out Harsh Resentment. They ने Said That Modi जी has Our speech In Our को नाली Of worm, monkey, virus, Dawood, hitler, नालायक Son, rabies से victim बन्दर, Lie Of merchant, Ravana, Snake, Scorpion इत्यादि All Some spoke Except My By सर्टिफाइड #Lowly Word के।",NOT
116,Modi की गांड In power Is So Parliament In ' man Mataram ' Of अपमान to do वालों But कारबाई Do ! Country Of Insult to do the ones aubaisi And His भाई But Karbai करके Show it.,HOF
117,My लुंड Went गया behen Did chute In,HOF
118,तू Too So भड़वा only है Dear Your So २ Ten million Too No. Screw In sneaking in Die Lanka पति @RadherManram,HOF
119,Each One #Bye Did दिल की wish होती Is ?…….. Self #How many elder #minimum will be But #Girl Gentry ही #चाहिए !!,NOT
120,"Auspicious Are, as many भी hijra हैं They Delhi In only रहते हैं चाहे They Government yes media हो whether They Delhi Of Hindu Are And six pack the ones impotent लड़के yes. and hijra Did So Government Is ही,हरामी People Delhi To rapist स्टेट And crime Of अड्डा made दिया Is, obligation Is That PM Too There itself रहते Are.",HOF
121,"एसे #Lowly And #Cheap Peoples To #crossroads But सबके Front #Execute leg Two,, Side enough #Country मे #Live show ।",HOF
122,newspaper reading Did Such Devotion..!!!! One आटो Driver.. As only सिग्नल लाल Hui newspaper Removed.. side by side बग़ल Did Presence से Uninformed.. Country Why No will wake up !!!! @BJP4Delhi,NOT
123,Live : Each Times difficulties के Despite मुंबई के circumstances क्यों No changes ? #MumbaiRainsLiveUpdates #MumbaiRainlive #mumbairain https://zeenews.india.com/hindi/live-tv,NOT
124,Earlier aap Pappu the surface ab bua the Together Yours be self kuch hai of nahi,NOT
125,"Pics of the year Main Akela hi enough tha Janib -e- address magar, Log idea Gaye #Karwan banta Gaya ,, Alhamdu Lillah @Advice sahab the caravan ki the beginning to gone @mzjll @Shaukat_Aimim @bilaljaleel_",NOT
126,Banyan Did शाख़ the break Gave आँधी ने previous Night इस for the sake of Today They Village Of old man Downhearted Is,NOT
127,"ramrahim To Farming to do Of For Jail From released Will do.. B J P सरकार, This much सुनते ही Asharam Too 'Coriander' to sow की Preparation In !! @Anjupra7743",NOT
128,#askexperts why this bastard Akash Chopra is there in commentary..he always speak gutter ...self to BC kuchh Kiya Nai.chutiya..irritating,HOF
129,faces Condition A Answer प्रदेश। कब As far as walks will remain These All?? @Uppolice @dgpup,NOT
130,"देश To #pragya_thakur As Member of parliament Did Need, बहुत अच्छे way But Go Stayed है Country #2019_Lok Sabha_Result",NOT
131,"Monsoon Of congratulations Like, fragrance Is वो Sandalwood Like, नीर के scared slowing down Like, autumn Of That क्रंदन Like, smell Stayed am Sandalwood सा, miner Stayed am #कंगन Like.... #WordTreasury #हिंदी_शब्द",NOT
132,Supreme Court Of Order But देश Of orphanages In girls Did status जानने Of Work One Institution To Gave Went इस संस्था To 9 राज्यों ने audit get done From deny Did in which 8 में BJP Did governments Are after all Cause What Is ?,NOT
133,Honorable Doctor @drharshvardhan Yes To Central स्वास्थ्य मंत्री to become But Heartfelt Best wishes,NOT
134,#प्रधानमंत्री जी has #pragya_thakur Of Statement But अपनी harsh Comment Gave Is Who Country's favour In Is. But His Afterwards Some people has गोडसे Of birthday मनाया। इस But Discussion Did Need Is That What Godse Did thinking To सम्मान to give people को Traitor माना Go चाहिए?,NOT
135,"कभी see Are - Chamar चाट भण्डार' 'Posture Tea stall' 'खटीक chow mein corner' 'Pasi Yes Of Pure Dhaba' That Day As such appeared to give लगेगा, #Article_15 Understanding Will go Constitution पढ़ो , Picture From Too somewhere ज्यादा रोचक Is. @Anjoubrahah43 @Vndnason @bkarwadiya @Rana11639322 @girishrita @SheetalSuryav10",NOT
136,"England जीता So Pakistan Outside ओर If India Won So इंग्लैंड Outside, God Do rain हो go brother-in-law These Both बाहर..! #CWC19",NOT
137,10 बच्चे born to do Are : साक्षी my lord 4 Children born to do Are : Sadhvi Prachi 2 Children पैदा to do Are : Dad रामदेव speech Afterwards में Give Earlier You तीनों Marriage तो Tax Take : #shahrukhsiddiqui,NOT
138,I tell me These @anubhavsingh As राक्षसों has Own इन्हीं करतूतों From पहले Hindu-Muslim In Crack पैदा Did Now brother-in-law Hindus Of Inside Diverse Castes In ft डाल are हैं। their ऊपर terrorism Of trial Walking Need #bastard,HOF
139,"We कोई difference नहीं falls Brother, someone Temple break it come on Any rape do, eat scratch बत्ती Extinguish!! Bastard Hindu!! #हिंदू_हराम @pramod__delhi @Panditramendra @sengar_krishna @a__patriot @BJP4Delhi",HOF
140,Silent भोसडीके philanthropist पर Wrong Comment does Is,HOF
141,तुम्हारे दलित having From Them Any difference No Had to his difference falls Is Your Ambedkarite होना। जय Bhim,NOT
142,"B like my father who never forced anything for he knew I was worth nothing, he gave me my liberty to decide my life saying those golden 4 words 'Some So not done You fucker'",HOF
143,पूर्व Member of parliament Atiq Ahmed के Back standing person को गौर From See These Bewitched Jaiswal Is These हमेशा Our advantages Of लिए Atiq Ahmed Of आगे पीछे revolves Was BJP Of इशारो But Atiq अहमद To Infamous करने Of Work Did. the weak But crime Would See silenced Are Go mutiny Is to order Elahi From. फिर Any  Too Religion Of Are.,NOT
144,Statue of Unity के issues पर @sambitswaraj And @syedasimwaqar In arrogance | #AarPaar @AMISHDEVGAN Of साथ @News18India But. 1/2 @Advice,NOT
145,जी grandfather Sir has Said Was एक्चुअली They Too socialist थे और One Times Election Garland gone Were ।,NOT
146,Who Country To Break Want Are Their Mind में Fear होना Needed And Us Happiness Is That हमने These Fear born करने Of Work किया Is:: श्री @AmitShah Yes,NOT
147,Some boar बोल are हैंमंदिर की idols only So smashed Is Human little killed are it lynching little Is Why No We all Hindu मिलकर Of the mosques To Break on do फिर We भी Lyrics will give दीवारेंतो smashed Is Any Human little मारे Are When As far as will endure हम लोग When As far as Swear-word will eat. what होगा You double faced का,HOF
148,If 370 And Akha removed So cashmere Muslim Where will be- age Abdullah । I tells am Bhosdike वो All Then Own औकात में will remain ।।,HOF
149,Number Of motherfucker Is साला Dog केजरीवाल,HOF
150,old fashioned Of बच्चों में संस्कार houses And schools In coding Tax filled goes थे Who जीवन Filled effective live today भरने the ones To Code giving Are @SheetalSuryav10,NOT
151,"Noida: the temples From निकले flowers Of garbage From Make जा Stayed Is organic रंग, Incense stick और Fertilizer",NOT
152,Wtf we lost the review see of that prick umpire who can't even see it was pad first. Queue umpiring so far this #CWc19,HOF
153,"#mehulchoksi To Big झटका, High Court Of Verdict Of Against Supreme कोर्ट reached Center Government",NOT
154,दिल्ली Of Mukherjeenagar spanking cases में Police has रिपोर्ट Ready Tax Took Is @AneeshaMathur,NOT
155,"Birthday Did हार्दिक हार्दिक best wishes #liver Brother Sachin साहू To descent दिवस Did auspicious congratulations #bastard you As such only खुश Ray, मस्त Ray, have fun Take Life के। And Mother भारती Did Service Ready are, India Mother Did Victory",NOT
156,Mother #गंगा का भी #Unfortunate Is Who Who #Lowly Peoples के #City #Ghazipur to be #Gujarati Is.. This #City को So Bus dirty dirty #Nale touching Of to pass Needed... #ग़ाज़ीपुरवासियो_का_दुर्भाग्य,NOT
157,"Obasi Sir Sadhvi Pragya Did presence में You संसद In महात्मा Gandhi Hail और tipu sultan Hail Of slogans जरूर apply, @Advice",NOT
