,text,task_1
36,Question Hour in Rajya Sabha. 1. संस्कृत महाविद्यालय । https://m.facebook.com/story.php?story_fbid=443161759855093&id=464554060349094 …,NOT
37,"राजधानी दिल्ली में गर्मी का havoc जारी, आज शाम mild बारिश की Possibility #rain https://abpnews.abplive.in/india-news/heat-rises-in-delhi-the-possibility-of-light-rain-this-evening-1157497 …",NOT
38,#कुत्ते और #chicken Etcetera लड़वाने वालों बेज़ुबान #जानवरों From भी bad fresh And #love हैवान नुमा #इंसान है Who दुनिया Of Chand #coins के लिए यह घिनौनी Work करते हैं,NOT
39,"लोन देने Of नाम पर बैंक Personal फाईनैंस companies पूरे देश को heist doing हैं और Country Of Prime Minister Yoga करना सिखा रहा है,",NOT
40,नफरत करनी है as much कर Take रंडवो बाजारू रंडी That Children.,HOF
41,"#BEDTET2011बेरोजगार @narendramodi @YogiAdityanath यह How देश/प्रदेश के तानाशाह मुखिया हैँ Who #BEdTET2011 Of बेरोजगारों की #दयनीय हालत Pay eye बंद किये intoxicated Are...#dumb,#deaf,#dogs,#bastards..leaders From भी बदतर.. @AmitShah @drdineshbjp @DrMNPandeyMP @kpmaurya1 @RSSorg @someass",NOT
42,Proud of @AdvAshwaniDubey Ji Today सोनभद्र सिंगरौली Area In साँसों From कोयला pick up To मजबूर करोड़ो लोगों To साफ हवा का अहसास करवाया गैरकानूनी तरीके From चल रहे 5000 कोयला ट्रक बंद करवाये War long हैं But इरादे strong है #SingrauliPollution,NOT
43,That Country में #कन्हैया_कुमार जैसा पढ़ा लिखा Youth हार go #आतंकवादी_प्रज्ञा जीत जाए That देश की जनता का God good Do @pankhuripathak @kanhaiyakumar @DrKumarVishwas @satender1234123 @lambalka @shellrud,NOT
44,इस बात Did Hope Is कि आम Budget In वित्‍त Minister Nirmala sitharaman Minimum बैंलेस को लेकर कुछ अहम announcement कर सकती हैं #Budget2019 #Modinomics19,NOT
45,Chad villages ki chati PE......10 sheet le gyi haati Wali.....and babua ke hate me de gayi katora.......,NOT
46,"#कमल_हासन अपने thought to keep Of लिए free Is, तो Then #pragya_thakur क्यो नही? क्या This देश मे #अभिव्यक्ति_की_आज़ादी की दो परिभाषाये है?",NOT
47,बाबा साहब डॉ० Bhim राव Ambedkar ही Our 'महादेव' हैं...।। वो Immortal होकर आज Too Our सुरक्षा Tax रहे Are..... बाबा Sir की जय हो...,NOT
48,boar शब्द Whose लिए used किया जाता Is ? जस्ट पुचिंग,NOT
49,"मैदान पर आपसे bowler कांपते थे, कई ऐसे मैच आपने जिताए जो यादगार Are. जब I क्रिकेट देखना शुरू Did था Then आपकी India Team में Entry हुई Was. Therefore on me Cricket का Passion To you देखकर चढ़ा। स्पेशली sixes to apply में आपका Any जवाब No था। Always miss you #YuvrajSingh",NOT
50,No केवल हाफिज़ को their पूरी Party के candidates को #पाकिस्तान की जनता ने Election In denial Gave था। हमने #प्रज्ञा_ठाकुर को जीत दिला दी। @KRaval20 @ParulDRayka4 @abhayjotwa @abhisar_sharma @LambaAlka,NOT
51,बेटे तेरे जैसे मेरी कार Of Tire Clean करते है 400 Rupees महीने पर your Avkat Address Is भड़वा Is you दंगाई संघ Of तेरी तो ऐसी Did thirty thirty सड़क छाप स्वर Did औलाद चल भड़वी के तू ब्लॉक Happened अब स्वर Of बच्चे,HOF
52,एक Friend ऐसा सिरहाने Needed जिससे friendship Of बहाने चाहिए मिल कर Wafa perform We Both फ़िज़ाओं में गूंजे They तराने चाहिए... #your_glasses #हिंदी_शब्द #शब्दनिधि,NOT
53,lund की thirsty रंडी ने लुंड To चूस -चूस कर drank 2 720p http://xv.musz.info/%e0%a4%b2%e0%a5%81%e0%a4%82%e0%a4%a1-%e0%a4%95%e0%a5%80-%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%b8%e0%a5%80-%e0%a4%b0%e0%a4%82%e0%a4%a1%e0%a5%80-%e0%a4%a8%e0%a5%87-%e0%a4%b2%e0%a5%81%e0%a4%82/ …,HOF
54,"अच्छी शुरुआत Of बाद लड़खड़ाई टीम India, बांग्लादेश को दिया 315 Of Target, World कप In Rohit ने जड़ा चौथा शतक #CWC19 #INDvsBAN https://abpnews.abplive.in/sports/india-vs-bangladesh-icc-cricket-world-cup-2019-ind-sets-target-of-315-runs-1158878 …",NOT
55,"ये alms न रहे, These भीखारी न रहे धरा पे, ठीक Your Kind Of तुम्हें Human सौपा है, ऐसा Work करना Did History become, सब कहें बूढी Mother ने Us वरदान assigned है।।",NOT
56,"जल Of Without fish जिंदा रह can है मगर BJP टीवी But धार्मिक controversies पर बहस दिखाये Without जिंदा No रह can, @ziddy_zoya @BebakAawaj @VoiceofmyBharat @Anjupra7743 @ppbajpai",HOF
57,SP के लिए ये एक बड़ा Opportunity है Dalit भाइयों का दिल to win Of लिए अब Dalit भाइयो को मायावती From कोई उम्मीद नही है। Akhilesh यादव को OBC Of साथ Small जातियों Pay भी ध्यान Give Needed Them Our पार्टी In to come Of न्योता दे। फ़िर 2022 का चुनाव दलित-पिछड़ी Of लिए Victory आपकी Will be,NOT
58,एक person As such Too Is जिसका नाम Modi है पैर से taking सिर तक सिर्फ और Only Lie फरेब धोखेबाजी नमक I lose गद्दारी देश के Per दिखाई देती Is Aak थू थू Modi नाम But,HOF
59,Bus इतनी सी Talk काफी है Our ताअर्रुफ़ In ~ हुकूमत डर के Each रोज़ नया ठिकाना बदलती Is ~,NOT
60,"हाँ At once Correct Say रहे Are साहब। जनता To Astray करने के For Sometimes #चाय बेची, कभी #पकोड़े, So #backwards बने,तो कभी खुद #नीच कहे,तो Sometimes people To #15000 का झांसा दिया तो कभी #चौकीदार बन nationalism Of मुखौटा लगा #नौटबंदी कर millions करोड़ रुपये Of घोटाला कर,राष्ट्र Did जड़ें dug up branch .....",NOT
61,5 Year से एक जानवर Of नाम Pay मार रहे Are वो Looks No. शूरूआत will do तो अब बराबर जवाब will get Then whore रोना रोते रहना,HOF
62,भोसडीके congratulations को बीच In to bring को Who? बोला ? मा will fuck फिर तो,HOF
63,"बाबारामरहिम Of अच्छे Behaviour पर जमानत मिल can Is तो 14 Year से जेल में off शहाबुद्दिन का जेल में Which one बुरा आचरण Is , कानून everyone's लिये बराबर Happen want",NOT
64,दिल्ली के East मुख्यमंत्री Respected श्री साहिब सिंह Varma जी की Death Anniversary पर Them Polite नमन।,NOT
65,"एक तीसरा “आपशन” भी Is, And They है “संघर्ष”",NOT
66,तू हिजड़ा की सकल Pay तू Dog Too लुंड No मारेगा,HOF
67,"मै Country नही बिकने दूंगा These कहने वाला NTPC BSNL को shells Of भाव sell रहा Is,,,",NOT
68,Delhi के रहने वाले young boy यहां नहाने Of For आए थे,NOT
69,Hum sab Conflict karne is taiyar Hain Smagod party zindabad akhilesh yadav jindabad,NOT
70,"Love की बात है, Sunlight मे खिले गुलमोहर Did rain है!! गुल My रंग चुरा brought हैं गुलज़ारों में, Water रहे Are तुम भरी बरसात की shower में... Amaltas And Gulmohar C हूँ I , बैशाख में बसन्त To तरसती am गुलमोहर चितचोर है मेरे नहीं कईयों Of Heart पर Rule does Is वो!! #hindi_word #शब्दनिधि",NOT
71,"खैरा बाज़ार,बहराइच In मुसलमानों But पहले तो Too much और Then पुलिस की एकतरफा action. after all Justice कौन करेगा? कोई तो आवाज़ picked up innocent मुसलमानों के For. @samajwadiparty @YadavKhilesh @dimpleyadav @arisudan11 @MirzaInam_ @YasirS_Alig @Aqdas_shaikh_22",NOT
72,"मैं Election आयोग To, और Election Process से connected each व्यक्ति को, Too much बधाई देता हूँ And India के Vigilant voters को नमन करता हूँ: पीएम @narendramodi जी । #MannKiBaat",NOT
73,Brother-in-law बल्ला So बिल्कुल mab लिंचिंग टाइप drives है मादरचोद,HOF
74,Pride साहब orange the ones क्या Others देश Of हैं जो उस रंडी ने ऐसा लिखा Is,HOF
75,success के मुक़ाम के लिए दिए Like बनना बहुत ज़रूरी Is.. साहिब..! Gave Always दूसरों Of लिए जलता है...दूसरों From नहीं Burning..! Good night ट्वीटरीयों,NOT
76,Nayan noiseless Abe Ulta kahe ko bol rha hSP- 15BSP- 5,NOT
77,इस रशीदी जेहादी का pajama Yellow So No Is आज आज हरामी को Big भाईचारा नज़र आ Stayed है,HOF
78,"When From I तोहे निहारा, the nights To No सोई.... #krishnakanhaiya #muraliwale #mohan #kanhaiya #radheradhe #jaishriram #gopalkanhaiya #bhajansandhya #acharyapramodkrishnam @acharyapramodak",NOT
79,#CWC19 #INDvENG Life knowingly हारने वाले बयान But कपिल देव has Gave पाकिस्तानी क्रिकेटर्स को करारा answer. @therealkapildev @TheRealPCB @BCCI https://www.wahcricket.com/news/world-cup-2019-legend-kapil-dev-respond-to-former-pakistan-cricketers-statement-138653 …,NOT
80,Country Did राजनीति में आप आदर्श Leader है और यह हम All believe हैं If राजनीति में किसी Person To Ideal माना जा Can Is तो Respected Akhilesh Yadav जी हैं! आप This  लिए विशेष है !जय अखिलेश,NOT
81,"साहस, Shaurya, sacrifice एवं देशभक्ति Did प्रतिमूर्ति, English शासन के विरुद्ध 1857 Of स्वतंत्रता संग्राम In Leading Role निभाकर We सब भारतीयों In गर्व प्रबल साहस And शौर्य भरने Wali महान #Queen of Jhansi #लक्ष्मीबाई Yes Of sacrifice दिवस But उन्हें शत्-शत् नमन। || विनम्र श्रद्धांजलि ||",NOT
82,"#NewProfilePic #the way चलते पागल बनते Are दोस्त, #Cold_Drink बोल के alcohol to drink हैं दोस्त, How many? Too #bastard Are पर काम पड़ने But हमेशा #आगे रहते हैं #Friend !!",NOT
83,उनका क्या Work है ये अहले politics learn मेरा Message love Is जहाँ As far as पहुंचे गड़तंत्र day की Congrats सभी देशवासियों को... @AbbasAliRushdi @yasarshah_SP @dralvirashah @Rashid_Idrishi6,NOT
84,key से खुला ताला बार Times Work In आता है और हथौड़े From खुलने But दुबारा Work Of नही lives । इसी Kind संबन्धों Of ताले को Anger के hammers से नहीं Rather प्रेम की चाबी से खोलें। #शुभ_रात्री,NOT
85,#CWC19 England के hands हार के बाद कप्तान Virat Kohli ने इन्हें बताया Garland के For जिम्मेदार. @BCCI @imVkohli #INDvENG https://www.wahcricket.com/news/world-cup-2019-indian-captain-virat-kohlis-reaction-after-lose-against-england-138724 …,NOT
86,इटौंजा: Self खून From लथपथ लेकिन Own Sister की जान to save के लिए struggling This युवक Of दर्दनाक वीडियो। UP सरकार कुछ तो रहम-दया दिखाए। criminals has State को puppet बना took है। @myogiadityanath @yadavakhilesh @Uppolice @ziddy_zoya_ @VoiceofmyBharat @Anjupra7743,NOT
87,"aspect Mine Of बेटे has कहा-कांग्रेस Government से हम Justice Desire are थे,चार्जशीट नहीं! Bahujan Society के Sanghi कांग्रेसी भक्तों अब क्या विचार है This पर? बस Attention रखना घटना राजस्थान की है! @mpchalia @MLArajeshSP @bahujanwarrior @invincisachin @MyselfViraj @Gajbhiye_Sumegh",NOT
88,#pragya_thakur भोपाल से चुनाव जीत गयी #CongratsNaMo,NOT
89,Your जिहाद Your गांड में डाल Tax मुंह से निकाल will give भेनचोद...,HOF
90,"One मुस्लिम Person ने Others मुस्लिम असगर अली To पीटा, उठक बैठक planted और जबरदस्ती 'जय श्री Ram' calling वीडियो बनाया। वीडियो में Self Of the face No Shown, वीडियो वायरल हो Went. Fake सेक्युलर gang Hindus To गाली to give लगे, अब पोल खुल गयी Police ने उस Muslim को Arrested कर लिया है।",NOT
91,Therefore So कहते हैं schools में Hindi को More From More पढ़ाई go बच्चों की हिंदी Get better गाली तो #कमिने #दोस्ती सिखा देते Are. #Follow me % #Follow Back,NOT
92,जो भी मेरे God के Against आये काट दो सालों को These आग बहुत आगे will go सीधे battle Happen Needed ईश्वर से कामना है ये जो Demon है their Sanghar to do के लिए इस्वर लोगो To Power दे Suresh चव्हाणके @SureshChavhanke You Very सही कर रहे Is These साले pig Is to them अहिँसा परमो धर्म समझ No आता,HOF
93,Bapu हम शर्मिंदा हैं Your क़ातिल Now ज़िन्दा हैं #प्रज्ञा_ठाकुर Down with #गोडसे Murdabad..,NOT
94,"aging, मुज़फ्फरनगर में solitaire पेपर वर्क्स फैक्ट्री Of उद्घाटन Do हुए Srikalki Pithadhishwar @AcharyaPramodk जी.",NOT
95,"1971 के Afterwards देश has First बार एक सरकार को Pro incumbency जनादेश Gave है। ये Victory सच्चाई Did जीत है, भारत Of Democracy की जीत Is: पीएम मोदी जी ।",NOT
96,"Man तो Man, मैं तो पानी के बारे में भी सोचता था'...लिखने the ones Poet Alok Dhanwa के जन्मदिन पर Material Till today Did बधाई",NOT
97,"मादरजात सनी ,Your Near टाइम नही है तो,'तेरी माँ Why चुदाई here ?",HOF
98,great क्रांतिकारक राणी लक्ष्मीबाई यांना पुण्यतिथीनिमित्त Polite अभिवादन..!! ranilamibai #Rani Lakshmi Bai #लक्ष्मीबाई,NOT
99,"मुस्लिम लोगों से vote to ask वाली पार्टियां क्या अभी This मुस्लिम के बारे में कुछ बोलेंगे @Mayawati @yadavakhilesh @RahulGandhi Such #नीच और #kamine Muslim people को Kill देना Needed, जो Our Hind बेटी पर bad vision डालें",NOT
100,"तबरेज के लिए तो तेरे अमनपसंद community के Ammi Queen has bangles तोडकर विध्वा sigh done थे! तुम लोगों के Mazar पर हिन्दू Streets के Dog Too Urine कर दे Then भी दंगा भड़काने the ones हरामी community yes, the temple That मूर्ति to trample मे तेरा ही साजिश है",HOF
101,"बुर्का Too Only लाचार मुस्लिम औरतों के लिए Is. दम है So Timur की अम्मी, शाहरूख की बेटी, जावेद Akhtar Did Wife To wearing दिखाओ । Agree = RT",NOT
102,"My प्यारे देशवासियो, मुझे And One बात के For भी आपका और दुनिया के लोगों का thank you व्यक्त करना है। 21 june को फिर से One Times योग दिवस में उमंग Of साथ, one one परिवार Of three to three चार-चार पीढ़ियाँ, One साथ आ करके योग day To Manayah पीएम @narendramodi Yes । #MannKiBaat",NOT
103,@BDUTT Evidence for you to do your रंडी sigh as a Presstitude trumpeting intolerant Hindus,HOF
104,#कमीने #दोस्त Video आ चुकी है youtube Pay देख सकते हो Cool Click https://youtu.be/pRM2ZMe28vE अपने special Friends To भी Ahead फॉरवर्ड Do धन्यवाद Buddy subscribe करना भूल जाते हो… https://www.instagram.com/p/Bunzs37FI0z/?utm_source=ig_twitter_share&igshid=1r1ipm4rw6j82 …,NOT
105,मुस्लिम मादरचोद हरामी कॉम Is । पहले will kill फिर सोरी बेहेन fuck mullo,HOF
106,Pradesh the CM Ji khn hain. Pta nhi..Bas two Do it. Sab Kuch theek rhe,NOT
107,"दुआ do it अल्लाह Our Said Sir @Advice साहब @Akhtaruliman5 साहब और @imtiaz_jaleel साहब को कामयाबी ata Say it आमीन,, @shaukat_aimim @aimim_national @syedasimwaqar",NOT
108,¶¶खनकती चूड़ियाँ And filter पायल Love की मौशिकी में instruments होते हैं¶¶¶ ~#साहिब१ #bangle #शब्दनिधि #हिंदी_शब्द,NOT
109,"Sri Lanka का एक And wicket fell, तिसारा Pereira 21 रन बनाकर हुए आउट #SLvsSA #ICCWorldCup2019",NOT
110,"World Cup: Useless गया #rohitsharma Of शतक, #england ने 31 runs से हराकर रोका #India Of Vijayarath #ENGvsIND #IndvsEng #WorldCup2019",NOT
111,सरदार के नाम But कलंक है ये swag @sherryontopp,HOF
112,अरे चूतिया your सड़े दिमाग Of Thinking के बाहर है मोदीजी की विचार You जैसे घटिया Satan What go सिर्फ tribal महिला का rape करने except Khajliwal बीवी sleeping है सिसुदिया Of साथ And तेरेलिये Children पैदा करती Because लुंड your bobties करदिया गया है,HOF
113,gruesome गर्मी के बीच दिल्ली In Electricity की Demand भी increased गई है,NOT
114,"डॉ.पायल की ख़ुदकुशी, डॉ.कफ़ील को Jail और महाराष्ट्र In पिटने पर shoulders उचकाए, Kolkata में spanking But हड़ताल Get it done! डॉक्टर हो come on EVM?",NOT
115,"मणिशंकर अय्यर has जताई कड़ी नाराजगी। उन्होंने has Said कि मोदी जी ने अपने भाषण में Our To Drain Of worm, बन्दर, वायरस, Dawood, हिटलर, नालायक Son, रेबीज From victim बन्दर, Lie का merchant, रावण, सांप, बिच्छू And so on All कुछ बोला सिवाय My द्वारा सर्टिफाइड #Lowly Word के।",NOT
116,Modi की गांड में दम Is So संसद में ' man मातरम ' Of Insult करने वालों पर कारबाई करे ! देश का Insult करने the ones aubaisi और उसके भाई पर Karbai by doing Show it.,HOF
117,मेरा लुंड गया गया बेहेन Did chute In,HOF
118,तू Too So भड़वा ही Is भाया। Your So २ करोड़ भी No. भाड़ In घुसकर मर लंका Husband @RadheramanRm,HOF
119,हर एक #Bye की Heart की ख्वाइश होती Is ?…….. खुद #How many elder #कमिने होंगे But #Girl शरीफ ही #चाहिए !!,NOT
120,"मुबारक हो, as many Too हिजरे Are They Delhi में ही रहते हैं चाहे वो सरकार yes media Are चाहे They Delhi Of हिंदू हो And सिक्स pack वाले नामर्द लड़के yes. and hijra Did तो Government है ही,हरामी लोग Delhi To रेपिस्ट state और क्राइम का haunt बना दिया Is, मेहरबानी Is कि पीएम भी वहीं रहते हैं।",HOF
121,"like this #नीच और #घटिया लोगो To #चौराहे But सबके Front #फांसी leg Two,, ओर enough #देश मे #Live दिखाओ ।",HOF
122,अख़बार reading की ऐसी Devotion..!!!! एक आटो Driver.. As ही सिग्नल Red Hui newspaper निकाला.. अग़ल बग़ल Did उपस्थिति से बेख़बर.. देश क्यू नही जागेगा !!!! @BJP4Delhi,NOT
123,Live : Each बार मुश्किलों Of Despite मुंबई के हालात Why No बदलते ? #MumbaiRainsLiveUpdates #MumbaiRainlive #mumbairain https://zeenews.india.com/hindi/live-tv,NOT
124,Earlier aap Pappu the stah ab bua ke Together aapka be self kuch hai of nahi,NOT
125,"Pics of the year Main akela hi enough tha janib -e- manzil stomachs, Log aate Gaye #Karwan banta Gaya ,, Thanks Lillah @asadowaisi sahab the karwan ki the beginning ho gone @imtiaz_jaleel @shaukat_aimim @bilaljaleel_",NOT
126,बरगद Did शाख़ तोड़ दी the storm has पिछली रात This वास्ते Today वो Village का बूढ़ा उदास Is,NOT
127,"ramrahim को Farming करने के लिए Jail से रिहा करेगी.. B J P सरकार, इतना listening to only आशाराम Too 'धनिया' to sow की तैयारी In !! @Anjupra7743",NOT
128,#askexperts why this bastard Akash Chopra is there in commentary..he always speak gutter ...khud to BC Some Kiya nai.chutiya..irritating,HOF
129,सूरते Condition A उत्तर प्रदेश। कब As far as walks रहेगा ये सब?? @Uppolice @dgpup,NOT
130,"देश को #प्रज्ञा_ठाकुर जैसे Member of parliament की जरूरत, Very अच्छे रास्ते But Go Stayed Is देश #2019_loksabha_result",NOT
131,"सावन Of अभिनंदन सा, fragrance है They चंदन Like, नीर Of सहमे slowing down सा, autumn के That Crying Like, महक रहा हूँ चंदन सा, खनक रहा am #bracelet सा.... #शब्दनिधि #हिंदी_शब्द",NOT
132,सुप्रीमकोर्ट के Order पर Country के अनाथआश्रमों में लड़कियों Did स्तिथी जानने का Work एक Institution To Gave गया इस Institution To 9 states ने audit करवाने से मना Did in which 8 In BJP की सरकारें हैं आखिर Cause क्या है ?,NOT
133,माननीय डॉक्टर @drharshvardhan Yes को केंद्रीय स्वास्थ्य Minister to become But हार्दिक शुभकामनाएं।,NOT
134,#प्रधानमंत्री जी ने #pragya_thakur Of बयान But अपनी तल्ख टिप्पणी Gave Is जो देशहित में Is. पर His बाद कुछ people has गोडसे का birthday मनाया। This But बहस Did जरूरत Is कि What गोडसे की thinking To Respect देने वालों को राष्ट्रद्रोही माना जाना चाहिए?,NOT
135,"कभी see हो - 'चमार चाट stores' 'Posture टी स्टाल' Khatik चाउमीन कार्नर' 'Pasi Yes Of शुद्ध Dhaba' जिस दिन As such दिखाई to give लगेगा, #Article_15 समझ जाओगे। Constitution पढ़ो , Picture से भी somewhere ज्यादा रोचक है। @Anjoubrahah43 @Vndnason @bkarwadiya @Rana11639322 @GirishRita @SheetalSuryav10",NOT
136,"इंग्लैंड Won तो Pakistan Outside ओर If India जीता तो इंग्लैंड बाहर, God Do rain हो जाये साले ये दोनो बाहर..! #CWC19",NOT
137,10 Children पैदा to do हैं : साक्षी my lord 4 बच्चे born करने Are : साध्वी Prachi 2 बच्चे पैदा to do Are : बाबा रामदेव प्रवचन Afterwards में देना Earlier You all three शादी तो कर लो : #shahrukhsiddiqui,NOT
138,मैं बताऊँ इन @anubhavsinha As demons ने अपनी these misdeeds From Earlier हिंदू-मुस्लिम में दरार born की अब साले Hindus Of Inside Diverse जातियों में फूट Branch are हैं। इनके Above आतंकवाद का मुकदमा चलना चाहिये। #कमीने,HOF
139,"We Any difference नहीं पड़ता भाई,...कोई मंदिर तोड़े या कोई rape do, eat खुजाओ बत्ती Extinguish!! Bastard Hindu!! #हिंदू_हराम @parmod__delhi @PanditRaamendra @sengar_krishna @ek__deshbhakt @BJP4Delhi",HOF
140,चुप भोसडीके philanthropist पर गलत Comment does है,HOF
